file,line,operator,before,after,mutant_id,paper_category
org/apache/commons/lang3/Conversion.java,961,NullifyReturnValue,return dst;,return null;,1750,added_other
org/apache/commons/lang3/Conversion.java,608,NullifyReturnValue,return FFTF.clone();,return null;,1719,added_other
org/apache/commons/lang3/Conversion.java,727,NullifyReturnValue,return TFTF.clone();,return null;,1738,added_other
org/apache/commons/lang3/BooleanUtils.java,379,NullifyReturnValue,"return new boolean[] {false, true};",return null;,310,added_other
org/apache/commons/lang3/StringUtils.java,8984,NullifyReturnValue,return result;,return null;,4084,added_other
org/apache/commons/lang3/ArraySorter.java,111,NullifyReturnValue,return array;,return null;,174,added_other
org/apache/commons/lang3/StringUtils.java,5444,NullifyReturnValue,"return new int[] { matches, transpositions / 2, prefix, max.length() };",return null;,3908,added_other
org/apache/commons/lang3/Conversion.java,719,NullifyReturnValue,return TFFF.clone();,return null;,1734,added_other
org/apache/commons/lang3/Conversion.java,982,NullifyReturnValue,return dst;,return null;,1751,added_other
org/apache/commons/lang3/Conversion.java,1190,NullifyReturnValue,return dst;,return null;,1759,added_other
org/apache/commons/lang3/Conversion.java,622,NullifyReturnValue,return TFFT.clone();,return null;,1726,added_other
org/apache/commons/lang3/Conversion.java,723,NullifyReturnValue,return TTFF.clone();,return null;,1736,added_other
org/apache/commons/lang3/ArrayFill.java,41,NullifyReturnValue,return a;,return null;,137,added_other
org/apache/commons/lang3/StringUtils.java,2061,NullifyReturnValue,return string == null ? ArrayUtils.EMPTY_BYTE_ARRAY : string.getBytes(Charsets.toCharsetName(charset));,return null;,3818,added_other
org/apache/commons/lang3/Conversion.java,738,NullifyReturnValue,return FTFT.clone();,return null;,1743,added_other
org/apache/commons/lang3/ArrayFill.java,131,NullifyReturnValue,return a;,return null;,143,added_other
org/apache/commons/lang3/Conversion.java,628,NullifyReturnValue,return TFTT.clone();,return null;,1728,added_other
org/apache/commons/lang3/Conversion.java,1169,NullifyReturnValue,return dst;,return null;,1758,added_other
org/apache/commons/lang3/ArraySorter.java,69,NullifyReturnValue,return array;,return null;,171,added_other
org/apache/commons/lang3/Conversion.java,731,NullifyReturnValue,return TTTF.clone();,return null;,1740,added_other
org/apache/commons/lang3/Conversion.java,1139,NullifyReturnValue,return dst;,return null;,1756,added_other
org/apache/commons/lang3/EnumUtils.java,184,NullifyReturnValue,return result;,return null;,2046,added_other
org/apache/commons/lang3/Conversion.java,733,NullifyReturnValue,return FFFT.clone();,return null;,1741,added_other
org/apache/commons/lang3/Conversion.java,618,NullifyReturnValue,return FTTT.clone();,return null;,1724,added_other
org/apache/commons/lang3/Conversion.java,620,NullifyReturnValue,return TFFF.clone();,return null;,1725,added_other
org/apache/commons/lang3/EnumUtils.java,155,NullifyReturnValue,return result;,return null;,2045,added_other
org/apache/commons/lang3/ArraySorter.java,41,NullifyReturnValue,return array;,return null;,169,added_other
org/apache/commons/lang3/Conversion.java,952,NullifyReturnValue,return dst;,return null;,1749,added_other
org/apache/commons/lang3/Conversion.java,1383,NullifyReturnValue,return dst;,return null;,1767,added_other
org/apache/commons/lang3/Conversion.java,1160,NullifyReturnValue,return dst;,return null;,1757,added_other
org/apache/commons/lang3/Conversion.java,735,NullifyReturnValue,return TFFT.clone();,return null;,1742,added_other
org/apache/commons/lang3/ArraySorter.java,83,NullifyReturnValue,return array;,return null;,172,added_other
org/apache/commons/lang3/RandomUtils.java,323,NullifyReturnValue,return result;,return null;,2758,added_other
org/apache/commons/lang3/Conversion.java,1257,NullifyReturnValue,return dst;,return null;,1763,added_other
org/apache/commons/lang3/Conversion.java,549,NullifyReturnValue,return dst;,return null;,1714,added_other
org/apache/commons/lang3/Conversion.java,744,NullifyReturnValue,return FFTT.clone();,return null;,1745,added_other
org/apache/commons/lang3/ArrayFill.java,56,NullifyReturnValue,return a;,return null;,138,added_other
org/apache/commons/lang3/Conversion.java,1130,NullifyReturnValue,return dst;,return null;,1755,added_other
org/apache/commons/lang3/Conversion.java,640,NullifyReturnValue,return TTTT.clone();,return null;,1732,added_other
org/apache/commons/lang3/Conversion.java,1488,NullifyReturnValue,return dst;,return null;,1774,added_other
org/apache/commons/lang3/Conversion.java,1414,NullifyReturnValue,return dst;,return null;,1769,added_other
org/apache/commons/lang3/ArraySorter.java,55,NullifyReturnValue,return array;,return null;,170,added_other
org/apache/commons/lang3/util/FluentBitSet.java,565,NullifyReturnValue,return bitSet.toLongArray();,return null;,14006,added_other
org/apache/commons/lang3/Conversion.java,741,NullifyReturnValue,return TTFT.clone();,return null;,1744,added_other
